file,key,englishText
"src/main/assets/locales/cy/accessCode.json","errors.respondToClaimUnavailable","The option to respond to a claim is not available at the moment."
"src/main/assets/locales/cy/claimList.json","pageTitle","Your Possession Claims account"
"src/main/assets/locales/cy/claimList.json","heading","Your Possession Claims account"
"src/main/assets/locales/cy/claimList.json","accessYourCase","If a claim you want to view is not listed below, you must first <a href=""/access-your-case"" class=""govuk-link"" target=""_blank"" rel=""noreferrer noopener"">provide some details to access it (opens in new tab)</a>."
"src/main/assets/locales/cy/claimList.json","claimsMadeAgainstYou","Claims made against you"
"src/main/assets/locales/cy/claimList.json","table.claimNumber","Claim number"
"src/main/assets/locales/cy/claimList.json","table.claimantsName","Claimant’s name"
"src/main/assets/locales/cy/claimList.json","table.propertyPostcode","Property postcode"
"src/main/assets/locales/cy/claimList.json","table.actions","Actions"
"src/main/assets/locales/cy/claimList.json","table.viewClaim","View claim"
"src/main/assets/locales/cy/claimList.json","noClaimsFound","There are no claims against you."
"src/main/assets/locales/cy/common.json","errors.documentUpload.fileTooLargeDocStore","File you have uploaded is too big. Document files must be less than {{maxSize}}."
"src/main/assets/locales/cy/common.json","errors.documentUpload.fileTooLargeMedia","File you have uploaded is too big. Image files must be smaller than {{maxSize}}."
"src/main/assets/locales/cy/common.json","errors.documentUpload.fileTotalTooLargeDocStore","The selected files must be smaller than {{maxSize}}. Delete one or more files or reduce the file sizes."
"src/main/assets/locales/cy/common.json","errors.documentUpload.filenameTooLong","The file name must be {{maxLength}} characters or fewer"
"src/main/assets/locales/cy/common.json","errors.documentUpload.uploadFailed","The selected file could not be uploaded – try again"
"src/main/assets/locales/cy/common.json","errorPages.pageNotFound.paragraph8","<a class=""govuk-link"" href=""https://www.gov.uk/call-charges"" target=""_blank"" rel=""noopener noreferrer"">Find out about call charges (opens in new tab)</a>."
"src/main/assets/locales/cy/common.json","errorPages.serviceUnavailable.paragraph7","<a class=""govuk-link"" href=""https://www.gov.uk/call-charges"" target=""_blank"" rel=""noopener noreferrer"">Find out about call charges (opens in new tab)</a>."
"src/main/assets/locales/cy/common.json","errorPages.technicalError.paragraph8","<a class=""govuk-link"" href=""https://www.gov.uk/call-charges"" target=""_blank"" rel=""noopener noreferrer"">Find out about call charges (opens in new tab)</a>."
"src/main/assets/locales/cy/common.json","errorPages.accessDenied.paragraph6","<a class=""govuk-link"" href=""https://www.gov.uk/call-charges"" target=""_blank"" rel=""noopener noreferrer"">Find out about call charges (opens in new tab)</a>."
"src/main/assets/locales/cy/makeAnApplication/applicationSubmitted.json","paymentBeingProcessed","Payment being processed"
"src/main/assets/locales/cy/makeAnApplication/applicationSubmitted.json","adjournRequestReceived","We have received your request to adjourn (delay) the court hearing."
"src/main/assets/locales/cy/makeAnApplication/applicationSubmitted.json","setAsideRequestReceived","We have received your request to set aside (cancel) the order."
"src/main/assets/locales/cy/makeAnApplication/applicationSubmitted.json","somethingElseRequestReceived","We have received your request to ask the court to make an order."
"src/main/assets/locales/cy/makeAnApplication/applicationSubmitted.json","youDoNotNeedToDoAnythingElse","You do not need to do anything else. We will send your application to the judge and we will contact you again when they have made a decision."
"src/main/assets/locales/cy/makeAnApplication/applicationSubmitted.json","giveFeedbackAboutThisService","Give feedback about this service"
"src/main/assets/locales/cy/makeAnApplication/payForYourApplication.json","pageTitle","Pay for your application"
"src/main/assets/locales/cy/makeAnApplication/payForYourApplication.json","heading","Pay for your application"
"src/main/assets/locales/cy/makeAnApplication/payForYourApplication.json","applicationFee","Application fee:"
"src/main/assets/locales/cy/makeAnApplication/payForYourApplication.json","youWillBeRedirected","You will be redirected to GOV.UK Pay to complete your payment securely."
"src/main/assets/locales/cy/makeAnApplication/payForYourApplication.json","govPayIsASecureService","GOV.UK Pay is a secure payment service used by government services."
"src/main/assets/locales/cy/makeAnApplication/paymentUnsuccessful.json","pageTitle","Payment unsuccessful"
"src/main/assets/locales/cy/makeAnApplication/paymentUnsuccessful.json","yourPaymentWasUnsuccessful","Your payment was unsuccessful"
"src/main/assets/locales/cy/makeAnApplication/paymentUnsuccessful.json","youCanTryToMakeACardPayment","You can try to <a href=""{{ payForYourApplicationUrl }}"" class=""govuk-link"">make a card payment</a> again."
"src/main/assets/locales/cy/makeAnApplication/whatOrderDoYouWantTheCourtToMakeAndWhy.json","list.SOMETHING_ELSE.0","why you want to add someone to your claim"
"src/main/assets/locales/cy/makeAnApplication/whatOrderDoYouWantTheCourtToMakeAndWhy.json","list.SOMETHING_ELSE.1","why you should not be sanctioned (punished)"
"src/main/assets/locales/cy/makeAnApplication/whatOrderDoYouWantTheCourtToMakeAndWhy.json","list.SOMETHING_ELSE.2","why you want to transfer to the High Court for enforcement"
"src/main/assets/locales/cy/makeAnApplication/whatOrderDoYouWantTheCourtToMakeAndWhy.json","list.ADJOURN.0","you are unable to attend the hearing due a pre-existing medical appointment"
"src/main/assets/locales/cy/makeAnApplication/whatOrderDoYouWantTheCourtToMakeAndWhy.json","list.ADJOURN.1","you are attending a funeral"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersDocuments.json","cardTitle","Upload files"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersDocuments.json","rows.uploadedDocuments.label","Uploaded files"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersDocuments.json","rows.uploadedDocuments.changeHidden","uploaded files"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersIncomeAndExpenses.json","frequencies.WEEKLY","every week"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersIncomeAndExpenses.json","frequencies.MONTHLY","every month"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersIncomeAndExpenses.json","incomeFrequencies.WEEKLY","received every week"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersIncomeAndExpenses.json","incomeFrequencies.MONTHLY","received every month"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersIncomeAndExpenses.json","paymentFrequencies.WEEKLY","paid every week"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersIncomeAndExpenses.json","paymentFrequencies.MONTHLY","paid every month"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersIncomeAndExpenses.json","rows.shareIncomeExpenseDetails.changeHidden","share income and expense details"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersIncomeAndExpenses.json","rows.regularIncome.label","What regular income do you receive?"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersIncomeAndExpenses.json","rows.hasAppliedForUniversalCredit.changeHidden","applied for Universal Credit"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersIncomeAndExpenses.json","rows.universalCreditApplicationDate.label","When did you apply for Universal Credit?"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersIncomeAndExpenses.json","rows.universalCreditApplicationDate.changeHidden","Universal Credit application date"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersIncomeAndExpenses.json","rows.priorityDebtTotal.changeHidden","priority debt total"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersIncomeAndExpenses.json","rows.priorityDebtContribution.changeHidden","priority debt contribution"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersIncomeAndExpenses.json","rows.regularExpenses.label","What other regular expenses do you have?"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersIncomeAndExpenses.json","rows.otherConsiderations.changeHidden","other considerations"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersIncomeAndExpenses.json","rows.otherConsiderationsDetails.changeHidden","other considerations details"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersPaymentsAndAgreements.json","cardTitle","Payments and agreements"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersPaymentsAndAgreements.json","rows.paymentDetails.changeHidden","payment details"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersPaymentsAndAgreements.json","rows.repaymentPlanAgreed.changeHidden","repayment agreement"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersPaymentsAndAgreements.json","rows.repaymentAgreedDetails.changeHidden","repayment details"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersPaymentsAndAgreements.json","rows.repayArrearsInstalments.changeHidden","offer to pay in instalments"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersPaymentsAndAgreements.json","rows.installmentAmount.changeHidden","instalment amount"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersPaymentsAndAgreements.json","rows.installmentFrequency.changeHidden","instalment frequency"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersPersonalDetails.json","cardTitle","Personal details"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersPersonalDetails.json","rows.defendantNameConfirmation.label","Is your name {{name}}?"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersPersonalDetails.json","rows.defendantNameConfirmation.changeHidden","name"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersPersonalDetails.json","rows.defendantName.label","Name"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersPersonalDetails.json","rows.defendantName.changeHidden","corrected name"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersPersonalDetails.json","rows.defendantNameCapture.changeHidden","name"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersPersonalDetails.json","rows.dateOfBirth.label","What’s your date of birth?"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersPersonalDetails.json","rows.correspondenceAddressConfirmation.label","Is your postal address {{address}}?"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersPersonalDetails.json","rows.correspondenceAddressConfirmation.changeHidden","postal address"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersPersonalDetails.json","rows.contactByEmailOrPost.changeHidden","how you receive updates"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersPersonalDetails.json","rows.contactByEmailOrPost.options.none","None"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersPersonalDetails.json","rows.contactByPhone.changeHidden","contact by phone"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersPersonalDetails.json","rows.contactDetails.label","Contact details"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersPersonalDetails.json","rows.contactDetails.changeHidden","contact details"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersStartNowAndDetails.json","rows.hasSolicitor.changeHidden","do you have a solicitor"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourCircumstances.json","rows.dependantChildrenDetails.changeHidden","dependent children details"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourCircumstances.json","rows.otherDependantsDetails.changeHidden","other dependants details"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourCircumstances.json","rows.otherTenants.changeHidden","other adults in your home"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourCircumstances.json","rows.otherTenantsDetails.changeHidden","other adults details"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourCircumstances.json","rows.alternativeAccommodation.changeHidden","alternative accommodation"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourCircumstances.json","rows.alternativeAccommodationDate.label","When would you be able to move in?"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourCircumstances.json","rows.alternativeAccommodationDate.changeHidden","alternative accommodation move-in date"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourCircumstances.json","rows.shareAdditionalCircumstances.changeHidden","additional circumstances"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourCircumstances.json","rows.shareAdditionalCircumstancesDetails.changeHidden","additional circumstances details"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourCircumstances.json","rows.exceptionalHardshipDetails.changeHidden","exceptional hardship details"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","cardTitle","Response"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.landlordRegistered.changeHidden","landlord registered"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.landlordLicensed.changeHidden","landlord licensed"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.tenancyTypeCorrect.changeHidden","tenancy type"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.tenancyTypeDetails.changeHidden","corrected tenancy type"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.tenancyStartDate.changeHidden","tenancy start date"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.tenancyStartDate.confirm.changeHidden","tenancy start date"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.tenancyStartDate.correctDate.label","What is the correct start date?"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.tenancyStartDate.correctDate.changeHidden","corrected tenancy start date"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.tenancyStartDate.labelEntered","When did your tenancy, occupation contract or licence start?"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.possessionNoticeReceived.changeHidden","notice received"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.noticeReceivedDate.label","When did you receive notice from {{claimantName}}?"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.noticeReceivedDate.changeHidden","notice received date"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.rentArrearsAmountConfirmation.changeHidden","rent arrears amount"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.rentArrearsAmountDetails.changeHidden","rent arrears amount details"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.disputeClaim.changeHidden","dispute other parts of the claim"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.disputeClaimDetails.changeHidden","dispute details"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.makeCounterClaim.changeHidden","make a counterclaim"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.counterClaimType.changeHidden","counterclaim type"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.isClaimAmountKnown.changeHidden","claim amount known"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.claimAmount.changeHidden","claim amount"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.estimatedMaxClaimAmount.changeHidden","estimated maximum claim amount"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.counterClaimNeedHelpWithFees.changeHidden","help paying the counterclaim fee"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.counterClaimAppliedForHwf.changeHidden","applied for help with fees"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.counterClaimHwfReference.changeHidden","Help with Fees reference number"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.counterClaimFor.changeHidden","counterclaim subject"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.counterClaimReasons.changeHidden","counterclaim reasons"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.counterClaimAgainst.changeHidden","counterclaim against"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.otherOrderRequestDetails.changeHidden","orders requested"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.otherOrderRequestFacts.changeHidden","facts for the court"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.counterClaimWantToUploadFiles.changeHidden","upload files for counterclaim"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.counterClaimDocuments.label","Uploaded files"
"src/main/assets/locales/cy/respondToClaim/checkYourAnswersYourResponse.json","rows.counterClaimDocuments.changeHidden","uploaded files for counterclaim"
"src/main/assets/locales/cy/respondToClaim/contactPreferencesEmailOrPost.json","content","<p class=""govuk-body"">Important documents like orders will always be sent by post.</p><p class=""govuk-body""> You can choose to receive updates about your case by post or email. For example, when a hearing has been scheduled or a document is ready to view online.</p>"
"src/main/assets/locales/cy/respondToClaim/counterClaim.json","whatCounterClaimIsBullet1","a party in the case"
"src/main/assets/locales/cy/respondToClaim/counterClaim.json","whatCounterClaimIsBullet2","against a party and someone else that can be considered as part of the same case"
"src/main/assets/locales/cy/respondToClaim/counterClaim.json","whatCounterClaimIsLinkText","<a href=""https://england.shelter.org.uk/professional_resources/legal/possession_and_eviction/tenant_defences_to_possession/tenant_defence_and_counterclaim_process"" target=""_blank"" rel=""noopener noreferrer"" class=""govuk-link"">Read guidance on counterclaims from Shelter (opens in new tab)</a>."
"src/main/assets/locales/cy/respondToClaim/counterClaim.json","whenMakeCounterClaimBullet1","left the property in a state of disrepair"
"src/main/assets/locales/cy/respondToClaim/counterClaim.json","whenMakeCounterClaimBullet2","did not protect your tenancy deposit"
"src/main/assets/locales/cy/respondToClaim/counterClaim.json","counterClaimFeesCourtFeesLinkText","<a href=""https://www.gov.uk/government/publications/fees-in-the-civil-and-family-courts-main-fees-ex50/civil-court-fees-ex50"" target=""_blank"" rel=""noopener noreferrer"" class=""govuk-link"">Find out about court fees (opens in new tab)</a>."
"src/main/assets/locales/cy/respondToClaim/counterClaimApplicationFeeAmount.json","pageTitle","Pay your counterclaim fee"
"src/main/assets/locales/cy/respondToClaim/counterClaimApplicationFeeAmount.json","notApplicable","Not applicable"
"src/main/assets/locales/cy/respondToClaim/counterClaimApplicationFeeAmount.json","counterClaimAmountLabel","Counterclaim amount"
"src/main/assets/locales/cy/respondToClaim/counterClaimApplicationFeeAmount.json","payNowButton","Pay your counterclaim fee ({{counterClaimFee, currency(currency: GBP)}})"
"src/main/assets/locales/cy/respondToClaim/counterClaimApplicationFeeAmount.json","paymentError","We could not start your payment. Try again."
"src/main/assets/locales/cy/respondToClaim/counterClaimHaveYouAppliedForHelp.json","revealedHwfQuestionHint","<span class=""govuk-body govuk-!-display-block govuk-!-margin-bottom-1"">You will have received this number when you applied for Help with Fees. This reference must not have been used for a previous application.</span>For example, HWF-A1B-23C"
"src/main/assets/locales/cy/respondToClaim/counterClaimPaymentSuccessful.json","pageTitle","Payment successful"
"src/main/assets/locales/cy/respondToClaim/counterClaimPaymentSuccessful.json","paragraph1","Your counterclaim fee has been paid and your counterclaim has been submitted."
"src/main/assets/locales/cy/respondToClaim/counterClaimPaymentSuccessful.json","paymentReference","Your payment reference number is: {{paymentReference}}"
"src/main/assets/locales/cy/respondToClaim/counterClaimSpecificSum.json","specificFeeText","<p class=""govuk-body"">Your counterclaim fee (the fee you will pay to make this counterclaim) depends on the amount you’re claiming for.</p><p class=""govuk-body"">If you want to check how much your fee will be, you can <a href=""https://www.gov.uk/government/publications/fees-in-the-civil-and-family-courts-main-fees-ex50/civil-court-fees-ex50"" class=""govuk-link"" target=""_blank"" rel=""noopener noreferrer"">estimate how much it will cost you to make your counterclaim (opens in new tab)</a></p>"
"src/main/assets/locales/cy/respondToClaim/counterClaimSpecificSum.json","noSpecificFeeText","<p class=""govuk-body"">If you do not know the specific sum you’re claiming for, the court needs to know what you believe the maximum value of your claim will be.</p><p class=""govuk-body"">If you do not know the exact amount, give an estimate.</p>"
"src/main/assets/locales/cy/respondToClaim/disputeClaimInterstitial.json","listItem1","the tenancy, occupation contract or licence agreement you signed to rent your property"
"src/main/assets/locales/cy/respondToClaim/endOfJourneyCya.json","sections.legalAdvice","Legal advice"
"src/main/assets/locales/cy/respondToClaim/endOfJourneyCya.json","sections.personalDetails","Personal details"
"src/main/assets/locales/cy/respondToClaim/endOfJourneyCya.json","sections.dependantsAndOtherResidents","Dependants and other residents"
"src/main/assets/locales/cy/respondToClaim/endOfJourneyCya.json","sections.uploadFiles","Upload files"
"src/main/assets/locales/cy/respondToClaim/endOfJourneyCya.json","sections.otherConsiderations","Other considerations"
"src/main/assets/locales/cy/respondToClaim/endOfJourneyCya.json","rows.uploadedDocuments.label","Upload any files that you think are relevant to your response"
"src/main/assets/locales/cy/respondToClaim/endOfJourneyCya.json","rows.otherConsiderations.changeHidden","whether there is anything else you want to tell the court as part of your response"
"src/main/assets/locales/cy/respondToClaim/endOfJourneyCya.json","rows.otherConsiderationsDetails.changeHidden","the details about what else you want to tell the court"
"src/main/assets/locales/cy/respondToClaim/endOfJourneyCya.json","rows.languageUsed.changeHidden","which language you used to complete your response"
"src/main/assets/locales/cy/respondToClaim/endOfJourneyCya.json","statementOfTruth.hint","Please check all the details you have entered for accuracy."
"src/main/assets/locales/cy/respondToClaim/endOfJourneyCya.json","statementOfTruth.beliefOption","I believe that the facts stated in this defence form are true."
"src/main/assets/locales/cy/respondToClaim/endOfJourneyCya.json","errors.statementOfTruthContempt","Select if you understand that proceedings for contempt of court may be brought against anyone who makes, or causes to be made, a false statement in a document verified by a statement of truth without an honest belief in its truth"
"src/main/assets/locales/cy/respondToClaim/endOfJourneyCya.json","errors.statementOfTruthBelief","Select if you believe that the facts stated in this defence form are true"
"src/main/assets/locales/cy/respondToClaim/endOfJourneyCya.json","errors.fullName","Enter your full name"
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeDateWhenNotProvided.json","question","When did the defendant receive notice from {{claimantName}} (optional)?"
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeDateWhenNotProvided.json","errors.date.notRealDate","The date the defendant received notice must be a real date"
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeDateWhenNotProvided.json","errors.date.futureDate","The date the defendant received notice must either be today’s date or in the past"
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeDateWhenNotProvided.json","errors.date.invalidValue","The date the defendant received notice must be a real date"
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeDateWhenNotProvided.json","errors.date.missingOne","The date the defendant received notice must include a {{missingField}}"
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeDateWhenNotProvided.json","errors.date.missingTwo","The date the defendant received notice must include a {{first}} and {{second}}"
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeDateWhenProvided.json","hintText","When making the claim, {{claimantName}} had to say the date they gave the defendant notice (the date of service)."
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeDateWhenProvided.json","listItem1","They served the defendant with a notice seeking possession on {{noticeDate}}"
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeDateWhenProvided.json","question","When did the defendant receive notice from {{claimantName}} (optional)?"
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeDateWhenProvided.json","errors.date.notRealDate","The date the defendant received notice must be a real date"
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeDateWhenProvided.json","errors.date.futureDate","The date the defendant received notice must either be today’s date or in the past"
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeDateWhenProvided.json","errors.date.invalidValue","The date the defendant received notice must be a real date"
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeDateWhenProvided.json","errors.date.missingOne","The date the defendant received notice must include a {{missingField}}"
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeDateWhenProvided.json","errors.date.missingTwo","The date defendant received notice must include a {{first}} and {{second}}"
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeGiven.json","question","Did {{claimantName}} give the defendant notice of their intention to begin possession proceedings?"
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeGiven.json","options.imNotSure","Defendant is not sure"
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeGiven.json","noticeDateLabel","When did the defendant receive notice from {{claimantName}}? (Optional)"
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeGiven.json","errors.possessionNoticeReceived","Select if {{claimantName}} gave the defendant notice of their intention to begin possession proceedings"
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeGiven.json","errors.date.required","The date must include a day, month and year"
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeGiven.json","errors.date.notRealDate","The date must be a real date"
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeGiven.json","errors.date.futureDate","The date must be in the past"
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeGiven.json","errors.date.missingOne","The date must include a {{missingField}}"
"src/main/assets/locales/cy/respondToClaim/legalrep/confirmationOfNoticeGiven.json","errors.date.missingTwo","The date must include a {{first}} and {{second}}"
"src/main/assets/locales/cy/respondToClaim/legalrep/doAnyOtherAdultsLiveInYourHome.json","dependantQuestion","Do any other adults live in the defendant’s home?"
"src/main/assets/locales/cy/respondToClaim/legalrep/doAnyOtherAdultsLiveInYourHome.json","textAreaLabel","Give details about the other adults living in the defendant’s home"
"src/main/assets/locales/cy/respondToClaim/legalrep/doAnyOtherAdultsLiveInYourHome.json","errors.confirmOtherAdults","Select if any other adults live in the defendant’s home"
"src/main/assets/locales/cy/respondToClaim/legalrep/doAnyOtherAdultsLiveInYourHome.json","errors.otherAdultsDetails","Give details about the other adults living in their home"
"src/main/assets/locales/cy/respondToClaim/legalrep/doAnyOtherAdultsLiveInYourHome.json","errors.otherAdultsDetailsInvalidCharacters","Give details about the other adults living in their home must only include letters a to z, and special characters such as hyphens, spaces and apostrophes"
"src/main/assets/locales/cy/respondToClaim/legalrep/doYouHaveAnyDependantChildren.json","dependentQuestion","Does the defendant have any dependant children?"
"src/main/assets/locales/cy/respondToClaim/legalrep/doYouHaveAnyDependantChildren.json","dependentChildrenDetailsLabel","Give details about their dependant children"
"src/main/assets/locales/cy/respondToClaim/legalrep/doYouHaveAnyDependantChildren.json","errors.dependentChildren","Select if they have any dependant children"
"src/main/assets/locales/cy/respondToClaim/legalrep/doYouHaveAnyDependantChildren.json","errors.dependentChildrenDetails","Give details about their dependant children"
"src/main/assets/locales/cy/respondToClaim/legalrep/doYouHaveAnyOtherDependants.json","dependantQuestion","Does the defendant have any other dependants?"
"src/main/assets/locales/cy/respondToClaim/legalrep/doYouHaveAnyOtherDependants.json","otherDependantDetailsLabel","Give details about their other dependants"
"src/main/assets/locales/cy/respondToClaim/legalrep/doYouHaveAnyOtherDependants.json","errors.otherDependants","Select if they have any other dependants"
"src/main/assets/locales/cy/respondToClaim/legalrep/doYouHaveAnyOtherDependants.json","errors.otherDependantDetails","Give details about their other dependants"
"src/main/assets/locales/cy/respondToClaim/legalrep/exceptionalHardship.json","introParagraph1","You can use this section to explain any exceptional hardship the defendant may experience if they were asked to leave their home."
"src/main/assets/locales/cy/respondToClaim/legalrep/exceptionalHardship.json","introParagraph3","Any details the defendant provides will be considered by a judge when making their decision, but it is up to them to decide if exceptional hardship applies."
"src/main/assets/locales/cy/respondToClaim/legalrep/exceptionalHardship.json","forExample","For example, the defendant might have:"
"src/main/assets/locales/cy/respondToClaim/legalrep/exceptionalHardship.json","bullet2","lost their job or been made redundant"
"src/main/assets/locales/cy/respondToClaim/legalrep/exceptionalHardship.json","question","Would the defendant experience exceptional hardship if they were asked to leave their home?"
"src/main/assets/locales/cy/respondToClaim/legalrep/exceptionalHardship.json","textAreaLabel","Give details about the exceptional hardship the defendant would experience"
"src/main/assets/locales/cy/respondToClaim/legalrep/exceptionalHardship.json","errors.exceptionalHardship","Select if the defendant would experience exceptional hardship if they were asked to leave their home"
"src/main/assets/locales/cy/respondToClaim/legalrep/exceptionalHardship.json","errors.exceptionalHardshipDetails","Give details about the exceptional hardship the defendant would experience"
"src/main/assets/locales/cy/respondToClaim/legalrep/exceptionalHardship.json","errors.exceptionalHardshipDetailsInvalidCharacters","The details of the exceptional hardship the defendant would experience must only include letters a to z, and special characters such as hyphens, spaces and apostrophes"
