File,Key,UntranslatedValue,EnglishString,IsDuplicate,OccurrenceCount,DuplicateLocations
"src/main/assets/locales/cy/respondToClaim/legalrep/uploadDocument.json","uploadLabel","cy Upload a document","Upload a document","FALSE","1","uploadDocument.json::uploadLabel"
"src/main/assets/locales/cy/respondToClaim/legalrep/uploadDocument.json","filesAddedHeading","cy Documents added","Documents added","FALSE","1","uploadDocument.json::filesAddedHeading"
"src/main/assets/locales/cy/respondToClaim/legalrep/uploadDocument.json","uploadButton","cy Upload document","Upload document","FALSE","1","uploadDocument.json::uploadButton"
"src/main/assets/locales/cy/respondToClaim/legalrep/uploadDocument.json","deleteButton","cy Remove","Remove","TRUE","2","counterClaimUploadFiles.json::deleteButton ; uploadDocument.json::deleteButton"
"src/main/assets/locales/cy/respondToClaim/legalrep/uploadDocument.json","noFilesUploaded","cy No documents uploaded","No documents uploaded","FALSE","1","uploadDocument.json::noFilesUploaded"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","legend","cyIs the defendant’s postal address {{ formattedAddressStr }}","Is the defendant’s postal address {{ formattedAddressStr }}","TRUE","2","correspondenceAddress.json::legend ; correspondenceAddress.json::legend"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","labels.enterManuallySubText","cyYou can enter the defendant’s address details in the fields below.","You can enter the defendant’s address details in the fields below.","TRUE","2","correspondenceAddress.json::labels.enterManuallySubText ; correspondenceAddress.json::labels.enterManuallySubText"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","labels.addressHeading","cyWhat’s the defendant’s postal address?","What’s the defendant’s postal address?","TRUE","2","correspondenceAddress.json::labels.addressHeading ; correspondenceAddress.json::labels.addressHeading"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","errors.correspondenceAddressConfirm","cyPlease confirm the defendant’s address by selecting the options below","Please confirm the defendant’s address by selecting the options below","TRUE","2","correspondenceAddress.json::errors.correspondenceAddressConfirm ; correspondenceAddress.json::errors.correspondenceAddressConfirm"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","pageTitle","cyDefendant’s date of birth","Defendant’s date of birth","TRUE","2","defendantDateOfBirth.json::pageTitle ; defendantDateOfBirth.json::pageTitle"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","dateOfBirthHint","cyFor example, 31 3 1980","For example, 31 3 1980","TRUE","2","defendantDateOfBirth.json::dateOfBirthHint ; defendantDateOfBirth.json::dateOfBirthHint"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","dateOfBirthLabel","cyDefendant’s date of birth (Optional)","Defendant’s date of birth (Optional)","FALSE","1","defendantDateOfBirth.json::dateOfBirthLabel"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","errors.date.day","cyDay","Day","TRUE","2","defendantDateOfBirth.json::errors.date.day ; defendantDateOfBirth.json::errors.date.day"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","errors.date.month","cyMonth","Month","TRUE","2","defendantDateOfBirth.json::errors.date.month ; defendantDateOfBirth.json::errors.date.month"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","errors.date.year","cyYear","Year","TRUE","2","defendantDateOfBirth.json::errors.date.year ; defendantDateOfBirth.json::errors.date.year"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","errors.date.required","cyEnter the defendant’s date of birth","Enter the defendant’s date of birth","TRUE","2","defendantDateOfBirth.json::errors.date.required ; defendantDateOfBirth.json::errors.date.required"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","errors.date.notRealDate","cyDate of birth must be a real date","Date of birth must be a real date","TRUE","3","defendantDateOfBirth.json::errors.date.notRealDate ; defendantDateOfBirth.json::errors.date.invalidValue ; defendantDateOfBirth.json::errors.date.notRealDate"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","errors.date.futureDate","cyDate of birth must be in the past","Date of birth must be in the past","TRUE","2","defendantDateOfBirth.json::errors.date.futureDate ; defendantDateOfBirth.json::errors.date.futureDate"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","errors.date.invalidValue","cyDate of birth must be a real date","Date of birth must be a real date","TRUE","3","defendantDateOfBirth.json::errors.date.notRealDate ; defendantDateOfBirth.json::errors.date.invalidValue ; defendantDateOfBirth.json::errors.date.notRealDate"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","errors.date.missingOne","cyThe defendant’s date of birth must include a {{missingField}}","The defendant’s date of birth must include a {{missingField}}","TRUE","2","defendantDateOfBirth.json::errors.date.missingOne ; defendantDateOfBirth.json::errors.date.missingOne"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","errors.date.missingTwo","cyThe defendant’s date of birth must include a {{first}} and {{second}}","The defendant’s date of birth must include a {{first}} and {{second}}","TRUE","2","defendantDateOfBirth.json::errors.date.missingTwo ; defendantDateOfBirth.json::errors.date.missingTwo"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantNameConfirmation.json","nameConfirmationLabel","cyIs the defendant’s name {{defendantName}}?","Is the defendant’s name {{defendantName}}?","TRUE","2","defendantNameConfirmation.json::nameConfirmationLabel ; defendantNameConfirmation.json::nameConfirmationLabel"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantNameConfirmation.json","firstNameLabel","cyDefendant’s first name","Defendant’s first name","TRUE","2","defendantNameConfirmation.json::firstNameLabel ; defendantNameConfirmation.json::firstNameLabel"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantNameConfirmation.json","lastNameLabel","cyDefendant’s last name","Defendant’s last name","TRUE","2","defendantNameConfirmation.json::lastNameLabel ; defendantNameConfirmation.json::lastNameLabel"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantNameConfirmation.json","nameConfirmationHint","cyThis is the name provided by {{organisationName}}","This is the name provided by {{organisationName}}","TRUE","2","defendantNameConfirmation.json::nameConfirmationHint ; defendantNameConfirmation.json::nameConfirmationHint"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantNameConfirmation.json","yesOption","cyYes","Yes","TRUE","7","counterClaim.json::options.yes ; defendantNameConfirmation.json::yesOption ; correspondenceAddress.json::labels.yes ; defendantNameConfirmation.json::yesOption ; emailConfirmation.json::options.yes ; nonRentArrearsDispute.json::disputeOtherPartsOptions.yes ; checkYourAnswersYourResponse.json::options.yes"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantNameConfirmation.json","noOption","cyNo","No","TRUE","7","counterClaim.json::options.no ; defendantNameConfirmation.json::noOption ; correspondenceAddress.json::labels.no ; defendantNameConfirmation.json::noOption ; emailConfirmation.json::options.noOption ; nonRentArrearsDispute.json::disputeOtherPartsOptions.no ; checkYourAnswersYourResponse.json::options.no"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantNameConfirmation.json","errors.nameConfirmation","cyYou must say if the defendant’s name is {{defendantName}}","You must say if the defendant’s name is {{defendantName}}","TRUE","2","defendantNameConfirmation.json::errors.nameConfirmation ; defendantNameConfirmation.json::errors.nameConfirmation"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantNameConfirmation.json","errors.firstName","cyEnter the defendant’s first name","Enter the defendant’s first name","TRUE","2","defendantNameConfirmation.json::errors.firstName ; defendantNameConfirmation.json::errors.firstName"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantNameConfirmation.json","errors.lastName","cyEnter the defendant’s last name","Enter the defendant’s last name","TRUE","2","defendantNameConfirmation.json::errors.lastName ; defendantNameConfirmation.json::errors.lastName"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","legend","cyIs the defendant’s postal address {{ formattedAddressStr }}","Is the defendant’s postal address {{ formattedAddressStr }}","TRUE","2","correspondenceAddress.json::legend ; correspondenceAddress.json::legend"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","legend.hint","cyThis is the address provided by {{claimantName}}","This is the address provided by {{claimantName}}","FALSE","1","correspondenceAddress.json::legend.hint"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","labels.yes","cyYes","Yes","TRUE","7","counterClaim.json::options.yes ; defendantNameConfirmation.json::yesOption ; correspondenceAddress.json::labels.yes ; defendantNameConfirmation.json::yesOption ; emailConfirmation.json::options.yes ; nonRentArrearsDispute.json::disputeOtherPartsOptions.yes ; checkYourAnswersYourResponse.json::options.yes"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","labels.no","cyNo","No","TRUE","7","counterClaim.json::options.no ; defendantNameConfirmation.json::noOption ; correspondenceAddress.json::labels.no ; defendantNameConfirmation.json::noOption ; emailConfirmation.json::options.noOption ; nonRentArrearsDispute.json::disputeOtherPartsOptions.no ; checkYourAnswersYourResponse.json::options.no"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","labels.enterAddress","cyEnter postal address","Enter postal address","FALSE","1","correspondenceAddress.json::labels.enterAddress"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","labels.enterPostcode","cyEnter a UK postcode","Enter a UK postcode","FALSE","1","correspondenceAddress.json::labels.enterPostcode"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","labels.enterManually","cyEnter an address manually","Enter an address manually","FALSE","1","correspondenceAddress.json::labels.enterManually"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","labels.enterManuallySubText","cyYou can enter the defendant’s address details in the fields below.","You can enter the defendant’s address details in the fields below.","TRUE","2","correspondenceAddress.json::labels.enterManuallySubText ; correspondenceAddress.json::labels.enterManuallySubText"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","labels.selectAddress","cySelect an address","Select an address","TRUE","2","correspondenceAddress.json::labels.selectAddress ; correspondenceAddress.json::labels.selectAddressLabel"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","labels.selectAddressLabel","cySelect an address","Select an address","TRUE","2","correspondenceAddress.json::labels.selectAddress ; correspondenceAddress.json::labels.selectAddressLabel"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","labels.addressHeading","cyWhat’s the defendant’s postal address?","What’s the defendant’s postal address?","TRUE","2","correspondenceAddress.json::labels.addressHeading ; correspondenceAddress.json::labels.addressHeading"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","labels.addressLine1","cyAddress line 1","Address line 1","FALSE","1","correspondenceAddress.json::labels.addressLine1"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","labels.addressLine2","cyAddress line 2 (optional)","Address line 2 (optional)","FALSE","1","correspondenceAddress.json::labels.addressLine2"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","labels.townOrCity","cyTown or city","Town or city","FALSE","1","correspondenceAddress.json::labels.townOrCity"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","labels.county","cyCounty (optional)","County (optional)","FALSE","1","correspondenceAddress.json::labels.county"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","labels.postcode","cyPostcode","Postcode","FALSE","1","correspondenceAddress.json::labels.postcode"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","buttons.findAddress","cyFind address","Find address","FALSE","1","correspondenceAddress.json::buttons.findAddress"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","buttons.saveAndContinue","cySave and continue","Save and continue","FALSE","1","correspondenceAddress.json::buttons.saveAndContinue"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","buttons.saveForLater","cySave for later","Save for later","FALSE","1","correspondenceAddress.json::buttons.saveForLater"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","errors.lookupPostcode","cyEnter a valid UK postcode","Enter a valid UK postcode","TRUE","2","correspondenceAddress.json::errors.lookupPostcode ; correspondenceAddress.json::errors.correspondenceAddressConfirm.postcode"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","errors.postcodeNotFound","cyPostcode not found. Please check and try again.","Postcode not found. Please check and try again.","FALSE","1","correspondenceAddress.json::errors.postcodeNotFound"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","errors.selectAddress","cyPlease select an address","Please select an address","FALSE","1","correspondenceAddress.json::errors.selectAddress"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","errors.correspondenceAddressConfirm","cyPlease confirm the defendant’s address by selecting the options below","Please confirm the defendant’s address by selecting the options below","TRUE","2","correspondenceAddress.json::errors.correspondenceAddressConfirm ; correspondenceAddress.json::errors.correspondenceAddressConfirm"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","errors.correspondenceAddressConfirm.addressLine1","cyEnter address line 1, typically the building and street","Enter address line 1, typically the building and street","FALSE","1","correspondenceAddress.json::errors.correspondenceAddressConfirm.addressLine1"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","errors.correspondenceAddressConfirm.townOrCity","cyEnter town or city","Enter town or city","FALSE","1","correspondenceAddress.json::errors.correspondenceAddressConfirm.townOrCity"
"src/main/assets/locales/cy/respondToClaim/legalrep/correspondenceAddress.json","errors.correspondenceAddressConfirm.postcode","cyEnter a valid UK postcode","Enter a valid UK postcode","TRUE","2","correspondenceAddress.json::errors.lookupPostcode ; correspondenceAddress.json::errors.correspondenceAddressConfirm.postcode"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","pageTitle","cyDefendant’s date of birth","Defendant’s date of birth","TRUE","2","defendantDateOfBirth.json::pageTitle ; defendantDateOfBirth.json::pageTitle"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","dateOfBirthHint","cyFor example, 31 3 1980","For example, 31 3 1980","TRUE","2","defendantDateOfBirth.json::dateOfBirthHint ; defendantDateOfBirth.json::dateOfBirthHint"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","dateOfBirthLabel","cyDefendant date of birth","Defendant date of birth","FALSE","1","defendantDateOfBirth.json::dateOfBirthLabel"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","errors.date.day","cyDay","Day","TRUE","2","defendantDateOfBirth.json::errors.date.day ; defendantDateOfBirth.json::errors.date.day"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","errors.date.month","cyMonth","Month","TRUE","2","defendantDateOfBirth.json::errors.date.month ; defendantDateOfBirth.json::errors.date.month"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","errors.date.year","cyYear","Year","TRUE","2","defendantDateOfBirth.json::errors.date.year ; defendantDateOfBirth.json::errors.date.year"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","errors.date.required","cyEnter the defendant’s date of birth","Enter the defendant’s date of birth","TRUE","2","defendantDateOfBirth.json::errors.date.required ; defendantDateOfBirth.json::errors.date.required"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","errors.date.notRealDate","cyDate of birth must be a real date","Date of birth must be a real date","TRUE","3","defendantDateOfBirth.json::errors.date.notRealDate ; defendantDateOfBirth.json::errors.date.invalidValue ; defendantDateOfBirth.json::errors.date.notRealDate"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","errors.date.futureDate","cyDate of birth must be in the past","Date of birth must be in the past","TRUE","2","defendantDateOfBirth.json::errors.date.futureDate ; defendantDateOfBirth.json::errors.date.futureDate"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","errors.date.missingOne","cyThe defendant’s date of birth must include a {{missingField}}","The defendant’s date of birth must include a {{missingField}}","TRUE","2","defendantDateOfBirth.json::errors.date.missingOne ; defendantDateOfBirth.json::errors.date.missingOne"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantDateOfBirth.json","errors.date.missingTwo","cyThe defendant’s date of birth must include a {{first}} and {{second}}","The defendant’s date of birth must include a {{first}} and {{second}}","TRUE","2","defendantDateOfBirth.json::errors.date.missingTwo ; defendantDateOfBirth.json::errors.date.missingTwo"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantNameConfirmation.json","nameConfirmationLabel","cyIs the defendant’s name {{defendantName}}?","Is the defendant’s name {{defendantName}}?","TRUE","2","defendantNameConfirmation.json::nameConfirmationLabel ; defendantNameConfirmation.json::nameConfirmationLabel"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantNameConfirmation.json","firstNameLabel","cyDefendant’s first name","Defendant’s first name","TRUE","2","defendantNameConfirmation.json::firstNameLabel ; defendantNameConfirmation.json::firstNameLabel"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantNameConfirmation.json","lastNameLabel","cyDefendant’s last name","Defendant’s last name","TRUE","2","defendantNameConfirmation.json::lastNameLabel ; defendantNameConfirmation.json::lastNameLabel"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantNameConfirmation.json","nameConfirmationHint","cyThis is the name provided by {{organisationName}}","This is the name provided by {{organisationName}}","TRUE","2","defendantNameConfirmation.json::nameConfirmationHint ; defendantNameConfirmation.json::nameConfirmationHint"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantNameConfirmation.json","yesOption","cyYes","Yes","TRUE","7","counterClaim.json::options.yes ; defendantNameConfirmation.json::yesOption ; correspondenceAddress.json::labels.yes ; defendantNameConfirmation.json::yesOption ; emailConfirmation.json::options.yes ; nonRentArrearsDispute.json::disputeOtherPartsOptions.yes ; checkYourAnswersYourResponse.json::options.yes"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantNameConfirmation.json","noOption","cyNo","No","TRUE","7","counterClaim.json::options.no ; defendantNameConfirmation.json::noOption ; correspondenceAddress.json::labels.no ; defendantNameConfirmation.json::noOption ; emailConfirmation.json::options.noOption ; nonRentArrearsDispute.json::disputeOtherPartsOptions.no ; checkYourAnswersYourResponse.json::options.no"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantNameConfirmation.json","errors.nameConfirmation","cyYou must say if the defendant’s name is {{defendantName}}","You must say if the defendant’s name is {{defendantName}}","TRUE","2","defendantNameConfirmation.json::errors.nameConfirmation ; defendantNameConfirmation.json::errors.nameConfirmation"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantNameConfirmation.json","errors.firstName","cyEnter the defendant’s first name","Enter the defendant’s first name","TRUE","2","defendantNameConfirmation.json::errors.firstName ; defendantNameConfirmation.json::errors.firstName"
"src/main/assets/locales/cy/respondToClaim/legalrep/defendantNameConfirmation.json","errors.lastName","cyEnter the defendant’s last name","Enter the defendant’s last name","TRUE","2","defendantNameConfirmation.json::errors.lastName ; defendantNameConfirmation.json::errors.lastName"
"src/main/assets/locales/cy/respondToClaim/legalrep/doAnyOtherAdultsLiveInYourHome.json","heading","cyOther adults","Other adults","FALSE","1","doAnyOtherAdultsLiveInYourHome.json::heading"
"src/main/assets/locales/cy/respondToClaim/legalrep/doAnyOtherAdultsLiveInYourHome.json","dependantQuestion","cyDo any other adults live in the defendant’s home?","Do any other adults live in the defendant’s home?","TRUE","3","doAnyOtherAdultsLiveInYourHome.json::dependantQuestion ; doAnyOtherAdultsLiveInYourHome.json::dependantQuestion ; checkYourAnswersYourCircumstances.json::rows.otherTenants.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/doAnyOtherAdultsLiveInYourHome.json","textAreaLabel","cyGive details about the other adults living in the defendant’s home","Give details about the other adults living in the defendant’s home","TRUE","3","doAnyOtherAdultsLiveInYourHome.json::textAreaLabel ; doAnyOtherAdultsLiveInYourHome.json::textAreaLabel ; checkYourAnswersYourCircumstances.json::rows.otherTenantsDetails.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/doAnyOtherAdultsLiveInYourHome.json","dependantQuestion","cyDo any other adults live in the defendant’s home?","Do any other adults live in the defendant’s home?","TRUE","3","doAnyOtherAdultsLiveInYourHome.json::dependantQuestion ; doAnyOtherAdultsLiveInYourHome.json::dependantQuestion ; checkYourAnswersYourCircumstances.json::rows.otherTenants.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/doAnyOtherAdultsLiveInYourHome.json","textAreaLabel","cyGive details about the other adults living in the defendant’s home","Give details about the other adults living in the defendant’s home","TRUE","3","doAnyOtherAdultsLiveInYourHome.json::textAreaLabel ; doAnyOtherAdultsLiveInYourHome.json::textAreaLabel ; checkYourAnswersYourCircumstances.json::rows.otherTenantsDetails.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/doAnyOtherAdultsLiveInYourHome.json","errors.confirmOtherAdults","cySelect if any other adults live in the defendant's home","Select if any other adults live in the defendant's home","TRUE","2","doAnyOtherAdultsLiveInYourHome.json::errors.confirmOtherAdults ; doAnyOtherAdultsLiveInYourHome.json::errors.confirmOtherAdults"
"src/main/assets/locales/cy/respondToClaim/legalrep/doAnyOtherAdultsLiveInYourHome.json","errors.confirmOtherAdults","cySelect if any other adults live in the defendant’s home","Select if any other adults live in the defendant’s home","TRUE","2","doAnyOtherAdultsLiveInYourHome.json::errors.confirmOtherAdults ; doAnyOtherAdultsLiveInYourHome.json::errors.confirmOtherAdults"
"src/main/assets/locales/cy/respondToClaim/legalrep/doAnyOtherAdultsLiveInYourHome.json","errors.otherAdultsDetails","cyGive details about the other adults living in their home","Give details about the other adults living in their home","FALSE","1","doAnyOtherAdultsLiveInYourHome.json::errors.otherAdultsDetails"
"src/main/assets/locales/cy/respondToClaim/legalrep/doAnyOtherAdultsLiveInYourHome.json","errors.otherAdultsDetailsInvalidCharacters","cyGive details about the other adults living in their home must only include letters a to z, and special characters such as hyphens, spaces and apostrophes","Give details about the other adults living in their home must only include letters a to z, and special characters such as hyphens, spaces and apostrophes","FALSE","1","doAnyOtherAdultsLiveInYourHome.json::errors.otherAdultsDetailsInvalidCharacters"
"src/main/assets/locales/cy/respondToClaim/legalrep/emailConfirmation.json","pageTitle","cyDefendent’s email address","Defendent’s email address","TRUE","2","emailConfirmation.json::pageTitle ; emailConfirmation.json::heading"
"src/main/assets/locales/cy/respondToClaim/legalrep/emailConfirmation.json","heading","cyDefendent’s email address","Defendent’s email address","TRUE","2","emailConfirmation.json::pageTitle ; emailConfirmation.json::heading"
"src/main/assets/locales/cy/respondToClaim/legalrep/emailConfirmation.json","emailConfirmationLabel","cyDo you know the defendent’s email address?","Do you know the defendent’s email address?","FALSE","1","emailConfirmation.json::emailConfirmationLabel"
"src/main/assets/locales/cy/respondToClaim/legalrep/emailConfirmation.json","options.yes","cyYes","Yes","TRUE","7","counterClaim.json::options.yes ; defendantNameConfirmation.json::yesOption ; correspondenceAddress.json::labels.yes ; defendantNameConfirmation.json::yesOption ; emailConfirmation.json::options.yes ; nonRentArrearsDispute.json::disputeOtherPartsOptions.yes ; checkYourAnswersYourResponse.json::options.yes"
"src/main/assets/locales/cy/respondToClaim/legalrep/emailConfirmation.json","options.noOption","cyNo","No","TRUE","7","counterClaim.json::options.no ; defendantNameConfirmation.json::noOption ; correspondenceAddress.json::labels.no ; defendantNameConfirmation.json::noOption ; emailConfirmation.json::options.noOption ; nonRentArrearsDispute.json::disputeOtherPartsOptions.no ; checkYourAnswersYourResponse.json::options.no"
"src/main/assets/locales/cy/respondToClaim/legalrep/emailConfirmation.json","emailLabel","cyEnter the defendent’s email address","Enter the defendent’s email address","TRUE","2","emailConfirmation.json::emailLabel ; emailConfirmation.json::errors.emailAddress.required"
"src/main/assets/locales/cy/respondToClaim/legalrep/emailConfirmation.json","errors.emailConfirmation","cySelect if you know the defendant’s email address","Select if you know the defendant’s email address","FALSE","1","emailConfirmation.json::errors.emailConfirmation"
"src/main/assets/locales/cy/respondToClaim/legalrep/emailConfirmation.json","errors.emailAddress.required","cyEnter the defendent’s email address","Enter the defendent’s email address","TRUE","2","emailConfirmation.json::emailLabel ; emailConfirmation.json::errors.emailAddress.required"
"src/main/assets/locales/cy/respondToClaim/legalrep/emailConfirmation.json","errors.emailAddress.invalid","cyEnter an email address in the correct format, like name@example.com","Enter an email address in the correct format, like name@example.com","FALSE","1","emailConfirmation.json::errors.emailAddress.invalid"
"src/main/assets/locales/cy/respondToClaim/legalrep/nonRentArrearsDispute.json","pageTitle","cyDisputing the claim","Disputing the claim","FALSE","1","nonRentArrearsDispute.json::pageTitle"
"src/main/assets/locales/cy/respondToClaim/legalrep/nonRentArrearsDispute.json","heading","cy{{claimantName}}’s claim","{{claimantName}}’s claim","TRUE","2","nonRentArrearsDispute.json::heading ; nonRentArrearsDispute.json::heading"
"src/main/assets/locales/cy/respondToClaim/legalrep/nonRentArrearsDispute.json","heading","cy{{claimantName}}’s claim","{{claimantName}}’s claim","TRUE","2","nonRentArrearsDispute.json::heading ; nonRentArrearsDispute.json::heading"
"src/main/assets/locales/cy/respondToClaim/legalrep/nonRentArrearsDispute.json","disputeOtherPartsQuestion","cyDoes the defendant dispute any other parts of the claim?","Does the defendant dispute any other parts of the claim?","TRUE","2","nonRentArrearsDispute.json::disputeOtherPartsQuestion ; checkYourAnswersYourResponse.json::rows.disputeClaim.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/nonRentArrearsDispute.json","disputeDetails.label","cyExplain which parts of the claim the defendant does not agree with","Explain which parts of the claim the defendant does not agree with","FALSE","1","nonRentArrearsDispute.json::disputeDetails.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/nonRentArrearsDispute.json","disputeOtherPartsOptions.yes","cyYes","Yes","TRUE","7","counterClaim.json::options.yes ; defendantNameConfirmation.json::yesOption ; correspondenceAddress.json::labels.yes ; defendantNameConfirmation.json::yesOption ; emailConfirmation.json::options.yes ; nonRentArrearsDispute.json::disputeOtherPartsOptions.yes ; checkYourAnswersYourResponse.json::options.yes"
"src/main/assets/locales/cy/respondToClaim/legalrep/nonRentArrearsDispute.json","disputeOtherPartsOptions.no","cyNo","No","TRUE","7","counterClaim.json::options.no ; defendantNameConfirmation.json::noOption ; correspondenceAddress.json::labels.no ; defendantNameConfirmation.json::noOption ; emailConfirmation.json::options.noOption ; nonRentArrearsDispute.json::disputeOtherPartsOptions.no ; checkYourAnswersYourResponse.json::options.no"
"src/main/assets/locales/cy/respondToClaim/legalrep/nonRentArrearsDispute.json","errors.disputeOtherParts","cySelect if the defendant wants to dispute any other parts of the claim","Select if the defendant wants to dispute any other parts of the claim","FALSE","1","nonRentArrearsDispute.json::errors.disputeOtherParts"
"src/main/assets/locales/cy/respondToClaim/legalrep/nonRentArrearsDispute.json","errors.disputeDetails.required","cyEnter the parts of the claim the defendant disputes","Enter the parts of the claim the defendant disputes","FALSE","1","nonRentArrearsDispute.json::errors.disputeDetails.required"
"src/main/assets/locales/cy/respondToClaim/legalrep/nonRentArrearsDispute.json","errors.disputeDetailsMaxLength","cyExplanation must be 6500 characters or less","Explanation must be 6500 characters or less","FALSE","1","nonRentArrearsDispute.json::errors.disputeDetailsMaxLength"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","pageTitle","cy Check your answers","Check your answers","TRUE","9","checkYourAnswersIncomeAndExpenses.json::pageTitle ; checkYourAnswersPaymentsAndAgreements.json::pageTitle ; checkYourAnswersPersonalDetails.json::pageTitle ; checkYourAnswersYourCircumstances.json::pageTitle ; checkYourAnswersYourResponse.json::pageTitle ; endOfJourneyCya.json::pageTitle ; endOfJourneyCya.json::heading ; respondToClaim/endOfJourneyCya.json::pageTitle ; respondToClaim/endOfJourneyCya.json::heading"
